Категория,Подкатегория,"Наименование (марка, ширина, размеры, полка, диаметр)","Хар-ка (размер, диаметр, толщина, стенка, ширина, длина, полка)",Единица измерения,Цена
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,25.0 AISI 316L имп,1|5,м,516
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,26.9 AISI 201,2,м,366
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,26.9 AISI 201 имп,2,м,399
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,26.9 AISI 304 (08Х18Н10),2,м,526
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,26.9 AISI 304 (08Х18Н10),2|5,м,640
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,26.9 AISI 304 (08Х18Н10),3,м,703
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,26.9 AISI 304 (08Х18Н10) имп,2,м,530
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,26.9 AISI 304 (08Х18Н10) имп,2,м,534
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,26.9 AISI 304 (08Х18Н10) имп,2|5,м,640
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,28.0 AISI 304 (08Х18Н10),1|5,м,395
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,28.0 AISI 304 (08Х18Н10) имп,1|5,м,371
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,28.0 AISI 304 (08Х18Н10) имп,2,м,498
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,28.0 AISI 316L имп,1|5,м,543
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,29.0 AISI 304 (08Х18Н10) имп,1|5,м,526
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,30.0 AISI 304 (08Х18Н10),1|5,м,375
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,30.0 AISI 304 (08Х18Н10),2,м,518
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,30.0 AISI 304 (08Х18Н10),2,м,528
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,30.0 AISI 304 (08Х18Н10) имп,2,м,518
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,30.0 AISI 304 (08Х18Н10) имп,2,м,528
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,30.0 AISI 304 (08Х18Н10) Китай,1|5,м,380
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,30.0 AISI 304 (08Х18Н10) Китай,1|5,м,385
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,30.0 AISI 304 (08Х18Н10) Китай,2,м,528
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,30.0 AISI 304 (08Х18Н10) Китай,2,м,538
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,30.0 AISI 304 (08Х18Н10) Россия,2,м,528
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 201,1|5,м,294
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 201,1|5,м,305
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 201,2,м,478
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 201 имп,1|5,м,305
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 201 имп,2,м,478
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),1,м,225
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),1|5,м,411
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),1|5,м,419
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),1|5,м,432
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),2,м,549
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),2,м,554
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),2|5,м,183
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),2|5,м,605
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),2|5,м,610
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),3,м,447
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),3,м,833
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10),3,м,914
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10) имп,1|5,м,419
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10) имп,1|5,м,432
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10) имп,2,м,551
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10) имп,2,м,554
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10) имп,2|5,м,599
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10) имп,2|5,м,605
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10) имп,2|5,м,610
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10) имп,3,м,833
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,32.0 AISI 304 (08Х18Н10) имп,3,м,914
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.0 AISI 304 (08Х18Н10),1|5,м,175
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.0 AISI 304 (08Х18Н10),1|5,м,215
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.0 AISI 304 (08Х18Н10),1|5,м,356
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.7 AISI 304 (08Х18Н10),1|5,м,446
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.7 AISI 304 (08Х18Н10),2,м,584
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.7 AISI 304 (08Х18Н10),2,м,610
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.7 AISI 304 (08Х18Н10),2|5,м,717
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.7 AISI 304 (08Х18Н10),2|5,м,726
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.7 AISI 304 (08Х18Н10),3,м,874
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.7 AISI 304 (08Х18Н10),3,м,884
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.7 AISI 304 (08Х18Н10) имп,1|5,м,446
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.7 AISI 304 (08Х18Н10) имп,2,м,610
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.7 AISI 304 (08Х18Н10) имп,2|5,м,717
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,33.7 AISI 304 (08Х18Н10) имп,3,м,884
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,35.0 AISI 304 (08Х18Н10),1|5,м,488
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,35.0 AISI 304 (08Х18Н10),1|5,м,523
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 201,1|5,м,331
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 201,1|5,м,332
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 201 имп,1|2,м,310
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 201 имп,1|5,м,331
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 201 имп,1|5,м,332
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),1,м,356
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),1|2,м,437
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),1|2,м,90
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),1|5,м,508
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),1|5,м,518
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),1|5,м,528
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),1|5,м,542
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),2,м,284
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),2,м,654
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),2,м,663
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),2,м,672
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),2|5,м,828
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),3,м,1067
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),3,м,1087
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10),3,м,406
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10) имп,1|2,м,417
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10) имп,1|2,м,437
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10) имп,1|5,м,518
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10) имп,1|5,м,528
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10) имп,2,м,663
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10) имп,2,м,672
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10) имп,3,м,1067
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 304 (08Х18Н10) некондиция,1|5,м,320
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,38.0 AISI 316L имп,1|5,м,765
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,40.0 AISI 201,1|5,м,341
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,40.0 AISI 201 имп,1|5,м,341
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,40.0 AISI 201 имп,2,м,502
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,40.0 AISI 304 (08Х18Н10),1|5,м,573
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,40.0 AISI 304 (08Х18Н10),1|5,м,600
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,40.0 AISI 304 (08Х18Н10),3,м,1016
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,40.0 AISI 304 (08Х18Н10) имп,1|5,м,573
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,40.0 AISI 304 (08Х18Н10) имп,1|5,м,575
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,41.0 AISI 304 (08Х18Н10),1|5,м,771
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 201,1|2,м,279
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 201,1|5,м,361
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 201,2,м,505
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 201 имп,1|5,м,361
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 201 имп,2,м,505
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10),1|2,м,432
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10),1|5,м,292
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10),1|5,м,536
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10),1|5,м,547
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10),1|5,м,552
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10),2,м,330
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10),2,м,813
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10),2,м,820
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10),2,м,828
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10),3,м,615
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10) имп,1|2,м,432
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10) имп,1|5,м,547
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10) имп,1|5,м,552
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10) имп,2,м,426
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10) имп,2,м,813
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10) имп,2,м,820
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10) имп,2,м,828
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10) имп,3,м,1174
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,42.4 AISI 304 (08Х18Н10) имп,3,м,1186
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,45.0 AISI 304 (08Х18Н10),3,м,1245
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,45.0 AISI 304 (08Х18Н10),3,м,1264
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,45.0 AISI 304 (08Х18Н10) имп,1,м,389
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,45.0 AISI 304 (08Х18Н10) имп,3,м,1264
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,48.3 AISI 201,1|5,м,421
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,48.3 AISI 201 имп,1|5,м,421
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,48.3 AISI 304 (08Х18Н10),2,м,864
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,48.3 AISI 304 (08Х18Н10),2|5,м,1097
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,48.3 AISI 304 (08Х18Н10),3,м,1402
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,48.3 AISI 304 (08Х18Н10) имп,1|5,м,726
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,48.3 AISI 304 (08Х18Н10) имп,2,м,864
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,48.3 AISI 304 (08Х18Н10) имп,2,м,869
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.0 AISI 304 (08Х18Н10) имп,1|5,м,716
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 201,1|5,м,427
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 201,1|5,м,432
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 201 имп,1|2,м,386
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 201 имп,1|5,м,427
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 201 имп,1|5,м,432
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10),1|2,м,215
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10),1|2,м,526
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10),1|2,м,531
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10),1|5,м,659
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10),1|5,м,661
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10),1|5,м,663
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10),1|5,м,673
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10),1|5,м,775
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10),2,м,914
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10),3,м,1337
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10),3,м,1356
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10) имп,1|2,м,526
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10) имп,1|2,м,531
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10) имп,1|5,м,362
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10) имп,1|5,м,659
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10) имп,1|5,м,661
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10) имп,1|5,м,663
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,50.8 AISI 304 (08Х18Н10) имп,2,м,925
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,52.0 AISI 304 (08Х18Н10),1,м,406
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,52.0 AISI 304 (08Х18Н10),1,м,493
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,52.0 AISI 304 (08Х18Н10),1|5,м,683
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,52.0 AISI 304 (08Х18Н10),1|5,м,732
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,52.0 AISI 304 (08Х18Н10) имп,1,м,406
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,52.0 AISI 304 (08Х18Н10) имп,1,м,493
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,53.0 AISI 304 (08Х18Н10),1|5,м,747
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,54.0 AISI 304 (08Х18Н10),2,м,956
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,54.0 AISI 304 (08Х18Н10),2,м,966
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10),1|5,м,732
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10),2,м,1062
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10),2|5,м,1254
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10),2|5,м,658
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10),3,м,1646
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10),3,м,1656
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10) имп,1|5,м,732
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10) имп,1|5,м,742
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10) имп,1|5,м,772
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10) имп,2,м,1062
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10) имп,2,м,1077
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10) имп,2|5,м,1245
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10) имп,2|5,м,1254
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10) имп,3,м,1646
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,57.0 AISI 304 (08Х18Н10) имп,3,м,1656
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,60.3 AISI 201,1|5,м,605
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,60.3 AISI 201 имп,1|5,м,605
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,60.3 AISI 304 (08Х18Н10),1|5,м,417
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,60.3 AISI 304 (08Х18Н10),1|5,м,843
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,60.3 AISI 304 (08Х18Н10),2,м,1168
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,60.3 AISI 304 (08Х18Н10),2,м,1179
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,60.3 AISI 304 (08Х18Н10),3,м,1615
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,60.3 AISI 304 (08Х18Н10) имп,1|5,м,843
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,60.3 AISI 304 (08Х18Н10) имп,2|5,м,1249
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,60.3 AISI 304 (08Х18Н10) имп,3,м,1615
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,63.5 AISI 201,1|5,м,580
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,63.5 AISI 201 имп,1|5,м,580
Нержавейка,ТРУБЫ НЕРЖАВ. ЭЛ-СВАРНЫЕ,63.5 AISI 304 (08Х18Н10),2,м,1143
